customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,comments,Offers
7722-VJRQD,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),60.95,4549.05,No,"Customer 1352 is on a long-term contract and has paid 4549.05 so far, making them a possible churn risk.","Family & Dependents Bundle: Discounted additional family lines, Unlimited Phone Plan: 50% discount on an additional line, Streaming Bundle: Free 2-month streaming subscription"
7073-QETQY,Male,0,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.35,1359.5,No,Our records indicate Customer 1353 has been paying 20.35 under a annual contract.,"Premium Security Package: 3 months free Online Security/Tech Support, Unlimited Phone Plan: 50% discount on an additional line, Auto-Pay Incentive: $5/month discount for switching to auto-pay, Family & Dependents Bundle: Discounted additional family lines"
9415-DPEWS,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.35,1639.3,Yes,"Customer 1354 has been a regular user with a short-term plan, paying 88.35 per month.","Auto-Pay Incentive: $5/month discount for switching to auto-pay, Premium Security Package: 3 months free Online Security/Tech Support, Long-Term Discount: 10-20% off for a 12-month contract, Month-to-Month Offer: Free upgrade for switching to a 1-year contract"
5624-RYAMH,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.5,178.85,No,Our records indicate Customer 1355 has been paying 19.5 under a short-term contract.,"Premium Security Package: 3 months free Online Security/Tech Support, Unlimited Phone Plan: 50% discount on an additional line, Month-to-Month Offer: Free upgrade for switching to a 1-year contract, Auto-Pay Incentive: $5/month discount for switching to auto-pay"
0196-JTUQI,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.2,633.85,No,Our records indicate Customer 1356 has been paying 75.2 under a short-term contract.,"High Monthly Spender: Cashback or loyalty points, Premium Security Package: 3 months free Online Security/Tech Support, Streaming Bundle: Free 2-month streaming subscription, Month-to-Month Offer: Free upgrade for switching to a 1-year contract"
7130-YXBRO,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.45,5315.1,No,"Customer 1357 has 5315.1 in total charges, indicating they engaged.","Long-Term Discount: 10-20% off for a 12-month contract, High Monthly Spender: Cashback or loyalty points, Premium Security Package: 3 months free Online Security/Tech Support, Month-to-Month Offer: Free upgrade for switching to a 1-year contract"
9272-LSVYH,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.15,735.5,No,"Having spent 735.5, Customer 1358 with a short-term contract might expect a a discount.","Unlimited Phone Plan: 50% discount on an additional line, Auto-Pay Incentive: $5/month discount for switching to auto-pay, Streaming Bundle: Free 2-month streaming subscription, High Monthly Spender: Cashback or loyalty points"
7943-RQCHR,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,889.9,Yes,"Customer 1359, being regular, might require more flexible options for better experience.","High Monthly Spender: Cashback or loyalty points, Month-to-Month Offer: Free upgrade for switching to a 1-year contract, Premium Security Package: 3 months free Online Security/Tech Support, Auto-Pay Incentive: $5/month discount for switching to auto-pay"
3793-MMFUH,Female,1,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.05,1290.0,Yes,"Having spent 1290.0, Customer 1360 with a short-term contract might expect a a reward.","Month-to-Month Offer: Free upgrade for switching to a 1-year contract, High Monthly Spender: Cashback or loyalty points, Senior Citizen Discount: 5% off total bills, Long-Term Discount: 10-20% off for a 12-month contract"
3249-ZPQRG,Male,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,78.45,330.05,Yes,"Customer 1361, being regular, might require a customized plan for better experience.","High Churn Risk: Loyalty bonuses or priority customer support, Auto-Pay Incentive: $5/month discount for switching to auto-pay, High Monthly Spender: Cashback or loyalty points, Premium Security Package: 3 months free Online Security/Tech Support"
2568-BRGYX,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,237.95,Yes,"With a total charge of 237.95, Customer 1362 is a valued regular user on a short-term contract.","High Monthly Spender: Cashback or loyalty points, Auto-Pay Incentive: $5/month discount for switching to auto-pay, Low Engagement Offer: Free trials for Tech Support/Device Protection, High Churn Risk: Loyalty bonuses or priority customer support"
3084-DOWLE,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.0,6474.4,No,"Despite spending 92.0 monthly, Customer 1363 might look for better pricing.","Long-Term Discount: 10-20% off for a 12-month contract, High Monthly Spender: Cashback or loyalty points, Streaming Bundle: Free 2-month streaming subscription"
1084-MNSMJ,Female,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.5,4421.95,No,"With a total charge of 4421.95, Customer 1364 is a valued regular user on a long-term contract.","Long-Term Discount: 10-20% off for a 12-month contract, High Monthly Spender: Cashback or loyalty points, Unlimited Phone Plan: 50% discount on an additional line, Family & Dependents Bundle: Discounted additional family lines"
7721-JXEAW,Male,0,Yes,No,59,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),41.05,2452.7,Yes,"With a total charge of 2452.7, Customer 1365 is a valued regular user on a short-term contract.","Premium Security Package: 3 months free Online Security/Tech Support, Month-to-Month Offer: Free upgrade for switching to a 1-year contract, Low Tenure Retention: 15% discount for 3 months"
7249-WBIYX,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.6,813.85,Yes,"With a total charge of 813.85, Customer 1366 is a valued regular user on a short-term contract.","High Monthly Spender: Cashback or loyalty points, Auto-Pay Incentive: $5/month discount for switching to auto-pay, Premium Security Package: 3 months free Online Security/Tech Support, Month-to-Month Offer: Free upgrade for switching to a 1-year contract"
4238-HFHSN,Male,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.15,4904.85,No,Our records indicate Customer 1367 has been paying 82.15 under a short-term contract.,"Streaming Bundle: Free 2-month streaming subscription, Premium Security Package: 3 months free Online Security/Tech Support, Month-to-Month Offer: Free upgrade for switching to a 1-year contract, Senior Citizen Discount: 5% off total bills"
6250-CGGUN,Male,0,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,84.4,4484.05,No,"Customer 1368 pays 84.4 monthly, showing commitment in their annual plan.","Auto-Pay Incentive: $5/month discount for switching to auto-pay, Streaming Bundle: Free 2-month streaming subscription, High Monthly Spender: Cashback or loyalty points, Unlimited Phone Plan: 50% discount on an additional line"
5478-JJVZK,Female,0,No,No,33,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,60.9,2033.85,No,"Customer 1369 pays 60.9 monthly, showing trust in their short-term plan.","Premium Security Package: 3 months free Online Security/Tech Support, Month-to-Month Offer: Free upgrade for switching to a 1-year contract, Auto-Pay Incentive: $5/month discount for switching to auto-pay"
7596-IIWYC,Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.25,538.2,No,"Customer 1370, being regular, might require more flexible options for better experience.","Premium Security Package: 3 months free Online Security/Tech Support, Unlimited Phone Plan: 50% discount on an additional line, Senior Citizen Discount: 5% off total bills"
6567-HOOPW,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.2,79.2,Yes,"Customer 1371 has 79.2 in total charges, indicating they engaged.","Premium Security Package: 3 months free Online Security/Tech Support, Senior Citizen Discount: 5% off total bills, Low Engagement Offer: Free trials for Tech Support/Device Protection, Auto-Pay Incentive: $5/month discount for switching to auto-pay"
9793-WECQC,Male,0,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.3,2192.9,No,"Customer 1372, being regular, might require more flexible options for better experience.","Long-Term Discount: 10-20% off for a 12-month contract, Unlimited Phone Plan: 50% discount on an additional line, Month-to-Month Offer: Free upgrade for switching to a 1-year contract, High Monthly Spender: Cashback or loyalty points"
4291-HPAXL,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,19.85,No,"Customer 1373 is on a short-term contract and has paid 19.85 so far, making them a valued customer.","Unlimited Phone Plan: 50% discount on an additional line, Low Tenure Retention: 15% discount for 3 months, Low Engagement Offer: Free trials for Tech Support/Device Protection, Auto-Pay Incentive: $5/month discount for switching to auto-pay"
8999-YPYBV,Male,0,Yes,Yes,45,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.35,3858.05,No,"Having spent 3858.05, Customer 1374 with a long-term contract might expect a a reward.","Unlimited Phone Plan: 50% discount on an additional line, Auto-Pay Incentive: $5/month discount for switching to auto-pay, High Monthly Spender: Cashback or loyalty points, Family & Dependents Bundle: Discounted additional family lines"
1839-FBNFR,Female,0,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.85,854.8,No,"Having spent 854.8, Customer 1375 with a long-term contract might expect a a better offer.","Premium Security Package: 3 months free Online Security/Tech Support, Unlimited Phone Plan: 50% discount on an additional line, Family & Dependents Bundle: Discounted additional family lines"
3164-AALRN,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,70.0,347.4,Yes,"Despite spending 70.0 monthly, Customer 1376 might look for additional features.","Auto-Pay Incentive: $5/month discount for switching to auto-pay, Low Engagement Offer: Free trials for Tech Support/Device Protection, High Churn Risk: Loyalty bonuses or priority customer support, Unlimited Phone Plan: 50% discount on an additional line"
3071-MVJCD,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),82.3,5815.15,No,"Customer 1377 has 5815.15 in total charges, indicating they engaged.","Long-Term Discount: 10-20% off for a 12-month contract, High Monthly Spender: Cashback or loyalty points, Family & Dependents Bundle: Discounted additional family lines"
1697-BCSHV,Female,0,Yes,Yes,58,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.8,3970.4,No,"With a short-term plan, Customer 1378 has spent 3970.4 and is considering alternatives.","Premium Security Package: 3 months free Online Security/Tech Support, Month-to-Month Offer: Free upgrade for switching to a 1-year contract, Family & Dependents Bundle: Discounted additional family lines"
0562-KBDVM,Female,0,No,No,70,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),44.6,3058.15,No,"Customer 1379 pays 44.6 monthly, showing commitment in their long-term plan.","Low Tenure Retention: 15% discount for 3 months, Senior Citizen Discount: 5% off total bills, High Churn Risk: Loyalty bonuses or priority customer support"
1131-SUEKT,Male,0,Yes,Yes,61,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),98.45,6145.2,No,"Despite spending 98.45 monthly, Customer 1380 might look for additional features.","Premium Security Package: 3 months free Online Security/Tech Support, High Monthly Spender: Cashback or loyalty points, Long-Term Discount: 10-20% off for a 12-month contract, Family & Dependents Bundle: Discounted additional family lines"
3717-OEAUQ,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.7,129.2,No,"Despite spending 70.7 monthly, Customer 1381 might look for alternative plans.","Low Engagement Offer: Free trials for Tech Support/Device Protection, Month-to-Month Offer: Free upgrade for switching to a 1-year contract, High Monthly Spender: Cashback or loyalty points, Low Tenure Retention: 15% discount for 3 months"
4538-WNTMJ,Female,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.95,1165.9,No,"Customer 1382 has 1165.9 in total charges, indicating they engaged.","Premium Security Package: 3 months free Online Security/Tech Support, Auto-Pay Incentive: $5/month discount for switching to auto-pay, Family & Dependents Bundle: Discounted additional family lines"
3334-CTHOL,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.95,49.95,Yes,Our records indicate Customer 1383 has been paying 49.95 under a short-term contract.,"Low Tenure Retention: 15% discount for 3 months, Premium Security Package: 3 months free Online Security/Tech Support, Month-to-Month Offer: Free upgrade for switching to a 1-year contract, Low Engagement Offer: Free trials for Tech Support/Device Protection"
4704-ERYFC,Female,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,1554.0,Yes,Our records indicate Customer 1384 has been paying 69.25 under a short-term contract.,"Auto-Pay Incentive: $5/month discount for switching to auto-pay, Month-to-Month Offer: Free upgrade for switching to a 1-year contract, Streaming Bundle: Free 2-month streaming subscription, Unlimited Phone Plan: 50% discount on an additional line"
